,author,books
3720,Henning Mankell,"[8751, 39792, 39793, 39795, 39796, 39797, 39798, 39799, 39801]"
3721,Henri Blocher,[3818]
3722,Henri Charrière,"[6883, 6885]"
3723,Henri J.M. Nouwen,"[2520, 6151, 6984, 7230, 7231]"
3724,Henri Mitterand,[28417]
3725,Henrik Ibsen,[37793]
3726,Henry Austen,[31669]
3727,Henry B. Wonham,[38747]
3728,Henry Bettenson,[25673]
3729,Henry Chadwick,"[1703, 27036, 27038, 27039]"
3730,Henry David Thoreau,"[16894, 16895, 16897, 16898, 16900, 16902]"
3731,Henry Fielding,[31204]
3732,Henry Francis Cary,[1364]
3733,Henry Gammidge,[5824]
3734,Henry Gifford,[656]
3735,Henry Hewes,[38762]
3736,Henry I. Christ,[16258]
3737,Henry James,"[264, 269, 2685, 2686, 2687, 2688, 2692, 2693, 12947, 12948, 12950, 12951, 12954, 16205, 16208, 20677, 23796, 30107]"
3738,Henry Jenkins,[38860]
3739,Henry Kuttner,"[36320, 36507, 41117]"
3740,Henry Louis Gates Jr.,"[36535, 38068, 38070, 46792]"
3741,Henry M. Sayre,[13329]
3742,Henry Miller,"[245, 247, 249, 250, 251, 252, 253, 6035, 9262, 46156]"
3743,Henry Mintzberg,[39700]
3744,Henry N. Beard,[15348]
3745,Henry Nash Smith,[37813]
3746,Henry Paolucci,[1692]
3747,Henry Reed,[32413]
3748,Henry Rosemont Jr.,[27313]
3749,Henry Roth,"[46948, 46949, 46950]"
3750,Henry Rushton Fairclough,[1402]
3751,Henry Slesar,[41119]
3752,Henry Steele Commager,[38762]
3753,Henry Vizetelly,[7064]
3754,Henry Wadsworth Longfellow,[39690]
3755,Henryk Sienkiewicz,"[45829, 45830, 45831, 45834]"
3756,Heraclitus,[13425]
3757,Herb Johnson,[25737]
3758,Herb Trimpe,[16989]
3759,Herbert Asbury,"[24569, 24570, 24572]"
3760,Herbert Blau,[38762]
3761,Herbert Butterfield,[30671]
3762,Herbert J. Hunt,[25946]
3763,Herbert R. Lottman,[32836]
3764,Herbert Read,[11990]
3765,Herman Melville,"[2386, 2388, 2389, 2390, 2404, 2409, 2410, 3731, 3732, 3733, 3734, 3736, 3737, 3738, 7845, 7847, 7848, 7849, 12034, 12036, 15610, 15611, 15613, 15614, 24694, 39690, 41730, 41735, 41740, 41760, 41769, 41771, 41773]"
3766,Herman Wouk,"[14504, 21484, 42382, 42986, 42988, 42989, 42990, 42993]"
3767,Hermann Alexander Diels,[13414]
3768,Hermann Broch,[27426]
3769,Hermann Feuersee,[24117]
3770,Hermann Hesse,"[4195, 5954, 5957, 6112, 6115, 6129, 6130, 9975, 13040, 13514, 13518, 13519, 13520, 16631, 16634, 16635, 24854, 24858, 24859, 24860, 24861, 24863, 25905, 25909]"
3771,Hermann Oldenberg,[31853]
3772,Hermione Lee,"[18846, 18850]"
3773,Hernán Sabaté Vargas,[32702]
3774,Herodotus,"[1362, 1363, 1364, 1365, 1366, 1367, 1368, 1369, 16678]"
3775,Hershel Parker,"[7849, 41760]"
3776,Hertha Von Dechend,[1439]
3777,Hervie Haufler,[29613]
3778,Hervé Guibert,[29406]
3779,Hesiod,"[2473, 13396, 27418, 27419, 27420, 27421, 27422, 27423, 27424]"
3780,Hesketh Pearson,[5304]
3781,Heywood Broun,[31253]
3782,Hiawyn Oram,[37684]
3783,Hidenori Hara,[21638]
3784,Hideyuki Kikuchi,"[16595, 16596, 16597, 16598, 16599, 16600, 16601]"
3785,Hilaire Belloc,"[39690, 47561]"
3786,Hilary Barta,[43562]
3787,Hilary Hemingway,[4642]
3788,Hilary Knight,[25055]
3789,Hilary Milton,"[25752, 25756]"
3790,Hilda Rosner,"[6130, 13519, 24859]"
3791,Hildegarde Hoyt Swift,[18860]
3792,Hillary Rodham Clinton,[40106]
3793,Hillel Halkin,"[27503, 30855, 32736]"
3794,Hinako Takanaga,"[30231, 30232, 30233]"
3795,Hipparchus,[1332]
3796,Hippocrates George Apostle,[19072]
3797,Hirohiko Araki,"[13487, 13488, 13489, 13490, 13492, 13493, 13494, 13494, 13495, 13536, 13538, 13538, 13540, 13540, 13541, 13541, 13543, 13544, 13545, 13545, 13546, 13547, 13547, 13548, 13548]"
3798,Hiroki Endo,"[25216, 32277]"
3799,Hiromu Arakawa,"[866, 868, 869, 870, 871, 873, 9325, 9326, 23504, 23506, 26422, 26425, 26426, 31992, 31993, 31994, 31995, 31996, 31997, 31998, 31999, 37051, 37052, 37053, 37054, 37055, 44734]"
3800,Hiroshi Aida,[22553]
3801,Hiroshi Takahashi,[25817]
3802,Hiroyuki Morioka,"[13741, 13743]"
3803,Hitori Nakano,[21638]
3804,Hoa Loranger,[22146]
3805,Holland,"[24657, 25321]"
3806,Hollis Robbins,[46792]
3807,Holly Black,"[13832, 45343, 46777]"
3808,Holly Keller,[25553]
3809,Holly Meade,[22208]
3810,Holly Phillips,[20001]
3811,Holter Graham,[37911]
3812,Homer,"[1371, 1373, 1374, 1375, 1376, 1377, 1378, 1381, 1382, 1383, 1384, 1387, 1796, 12254, 12256, 12263, 13396, 17230, 19282, 22219, 22221, 26447, 26448, 26586, 26587, 32780, 32782, 32788, 32964, 37804, 47141, 47144]"
3813,Homer Hickam,[26134]
3814,Honoré de Balzac,"[25932, 25933, 25934, 25937, 25941, 25946]"
3815,Hope S. Warshaw,[6763]
3816,Horace,[43939]
3817,Horace  Silver,[44233]
3818,Horace Gregory,[17723]
3819,Horace Walpole,"[12922, 12923, 47375, 47376, 47377, 47404]"
3820,Horacio Elena,[45568]
3821,Hotaru Odagiri,"[25803, 25804, 25814, 25816]"
3822,Howard  Kaplan,[9144]
3823,Howard A. Klausner,[13762]
3824,Howard Blum,[44510]
3825,Howard Brodie,[15740]
3826,Howard C. Cutler,"[38210, 38211]"
3827,Howard Chaykin,"[3986, 38570, 39440, 39441, 39442, 39444]"
3828,Howard Dean,[13455]
3829,Howard E. Covington Jr.,[38017]
3830,Howard Eiland,[24603]
3831,Howard F. Lyman,"[33973, 35722]"
3832,Howard Hibbett,"[14029, 34460, 34463]"
3833,Howard Korder,[12457]
3834,Howard Massey,[35543]
3835,Howard Mittelmark,[14808]
3836,Howard Nemerov,[39690]
3837,Howard Porter,"[16993, 16996, 22362, 22381]"
3838,Howard Read,[30515]
3839,Howard Roughan,"[13134, 13147]"
3840,Howard Stern,[13177]
3841,Howard Vincent Hong,"[24964, 24968, 24971]"
3842,Howard W. Stone,[13486]
3843,Howard Waldrop,"[22331, 41089]"
3844,Howard Zinn,"[2767, 2768, 2770, 14095, 16192, 16193, 17609]"
3845,Howell D. Chickering,[19180]
3846,Hubert Selby Jr.,"[46941, 46945]"
3847,Hugessen,[23596]
3848,Hugh    Miller,[15312]
3849,Hugh  Thomson,"[1891, 2151]"
3850,Hugh Aplin,[47323]
3851,Hugh Bicheno,[31200]
3852,Hugh Bredin,[10519]
3853,Hugh Fraser,"[16312, 16330, 16334, 16425, 22160, 31299]"
3854,Hugh G. Evelyn,[13396]
3855,Hugh Grant,[20468]
3856,Hugh Haughton,[24220]
3857,Hugh Honour,"[34177, 34178, 34179, 41046]"
3858,Hugh Kenner,"[7590, 30340]"
3859,Hugh Laurie,"[10340, 45234]"
3860,Hugh Lloyd,[1543]
3861,Hugh McLean,[655]
3862,Hugh Sidey,[27946]
3863,Hugh Tredennick,"[19068, 30300]"
3864,Hugh Trevor,"[505, 19403]"
3865,Hugo Hamilton,"[22736, 42741]"
3866,Humberto Ramos,[16994]
3867,Humphrey Carpenter,"[2327, 7336, 16551, 16555]"
3868,Humphrey Palmer,[18294]
3869,Hunter Davies,"[35668, 35690]"
3870,Hunter S. Thompson,"[7745, 7746, 7747, 7748, 7749, 7750, 7752, 10876, 10877, 10878, 10880, 10882, 18864, 18865, 22630, 34448]"
3871,Huntington Cairns,[29906]
3872,Huston Smith,"[5132, 10285, 18772, 25886, 25895]"
3873,Huw Richards,[4263]
3874,Hwa Hu,[10682]
3875,Hyginus,[27415]
3876,Hyong,[29497]
3877,Hyung Lee,[29499]
3878,Hélène Cixous,[7590]
3879,Hélène Collon,[22597]
3880,Hélène Greven,[8712]
3881,Hélène Sabard,[33247]
3882,I. William Zartman,[36522]
3883,Iacopo Bruno,"[10546, 23300]"
3884,Iain Banks,"[12005, 12006, 12014, 12022]"
3885,Iain Crichton Smith,[37134]
3886,Iain Levison,[12546]
3887,Iain M. Banks,"[12007, 12009, 12012, 12013, 12016, 12017, 12018, 18628, 18629, 18630, 18631, 18632, 18637, 18638]"
3888,Iain McLaughlin,[20258]
3889,Iain Pears,"[15888, 15889, 15890, 16020, 16441, 16442]"
3890,Iain Sinclair,[10421]
3891,Iakov Damsky,[13674]
3892,Ian        Martin,[18184]
3893,Ian    Hunter,[31079]
3894,Ian  Miller,[37444]
3895,Ian Andrew,[3685]
3896,Ian Beck,"[45479, 45480]"
3897,Ian Buruma,"[9950, 15910]"
3898,Ian C. Storey,[3248]
3899,Ian Caldwell,"[18431, 18434, 18437]"
3900,Ian Christie,[24546]
3901,Ian Edginton,"[8880, 8895, 33557, 34221, 34222]"
3902,Ian Fleming,"[3750, 3754, 3755, 3757, 3758, 3759, 3760, 3761, 3762, 3763, 3764, 3765, 4025, 4030, 5821, 5824, 18455, 18456, 18458, 19496, 19499, 24079]"
3903,Ian Fullwood,[35426]
3904,Ian Glasper,[14604]
3905,Ian Gregor,[7627]
3906,Ian Hamilton,[45259]
3907,Ian Hemphill,[8614]
3908,Ian Higgins,[7734]
3909,Ian King,[5534]
3910,Ian Lemke,"[19885, 19888]"
3911,Ian Livingstone,[5377]
3912,Ian M. Cuthbertson,[40004]
3913,Ian McDowell,[47580]
3914,Ian McEwan,"[5015, 6862, 6867, 6869, 6870, 6871, 6872, 9952, 9956, 9957, 9958, 9961, 33464]"
3915,Ian McKellen,"[7351, 25790]"
3916,Ian Ogilvy,[44896]
3917,Ian Patterson,[18802]
3918,Ian S. MacNiven,[46246]
3919,Ian Schoenherr,[7997]
3920,Ian Stewart,"[17031, 34515]"
3921,Ian Thomson,[6182]
3922,Ian W. Toll,[39000]
3923,Ian Watson,[32828]
3924,Ian Whybrow,[4352]
3925,Iben Clante,[42282]
3926,Ibn Warraq,[5434]
3927,Ieva Celmiņa,[6217]
3928,Ignat Avsey,"[7118, 17878]"
3929,Ignatius of Loyola,[7590]
3930,Ignes Sodre,[31173]
3931,Igor Kordey,"[22365, 22375, 35437]"
3932,Igor Novikov,[2100]
3933,Igor Stravinsky,[13275]
3934,Il Manifesto,[38338]
3935,Ilan Stavans,"[5936, 25741, 25744]"
3936,Ilon Wikland,"[19311, 19312, 19313, 19315, 42318]"
3937,Ilona Andrews,[38619]
3938,Ilse Lasch,"[4070, 26146, 26147]"
3939,Imke Brodersen,"[29174, 29177]"
3940,Immanuel Kant,"[18287, 18288, 18290, 18291, 18294, 30528, 31860, 31938]"
3941,Imogen Stubbs,[12274]
3942,Ina Garten,[3895]
3943,Ina May Gaskin,[32129]
3944,Ina Rilke,[25930]
3945,India Edghill,[13832]
3946,Indu Sundaresan,"[27298, 27299, 27300]"
3947,Inga Moore,[45685]
3948,Inga Shirer Dean,[23757]
3949,Inge de Heer,[5230]
3950,Inger Boye,[42282]
3951,Ingolf Dahl,[13275]
3952,Ingri d'Aulaire,[24655]
3953,Ingrid Christopherson,[9838]
3954,International Code Council (ICC),"[44836, 44850, 44851]"
3955,Ira Levin,[12770]
3956,Iraj Pezeshkzad,[25866]
3957,Irene Bonhorst,[12018]
3958,Iris Chang,"[31682, 31686]"
3959,Iris Fry,[2304]
3960,Iris Menéndez,"[11758, 11772]"
3961,Iris Murdoch,"[11229, 11230, 11231, 11234, 11235, 11236, 11240, 11253, 11257, 11324, 12045, 12066, 12817, 45743]"
3962,Irma A. Richter,[40128]
3963,Irv Novack,[35895]
3964,Irvin D. Yalom,"[19508, 21029, 21031, 21032, 31761, 37057]"
3965,Irvin Rock,[14168]
3966,Irvine,[33616]
3967,Irvine Welsh,"[8761, 23950, 23955, 23960, 23961, 23963, 23964, 23966, 23967, 37061, 45759]"
3968,Irving Drutman,"[19571, 20835]"
3969,Irving Howe,[17178]
3970,Irving John,[40031]
3971,Irving Penn,[43175]
3972,Irving Stone,"[40473, 40478]"
3973,Irving Townsend,[40033]
3974,Irène Némirovsky,[40086]
3975,Isaac Asimov,"[11119, 21624, 29579, 29580, 29581, 29582, 30010, 30016, 40281, 41090, 41092, 41093, 41804, 41808, 41810, 41811, 41812, 41814, 41817, 41819, 41820, 41821, 41822, 41823, 41824, 41832, 41834, 41839, 41840, 46654]"
3976,Isaac Bashevis Singer,"[25737, 25740, 25741, 25743, 25744, 27049, 28948, 32765]"
3977,Isaac Kramnick,[16619]
3978,Isaac Newton,[32610]
3979,Isabel Allende,"[3290, 3291, 3293, 3294, 3298, 3299, 3300, 3301, 3302, 3303, 3304, 5207, 9288, 9292, 9297, 9327, 9328, 9330, 9331, 9335, 16525, 16527, 16528, 16532, 16533, 16534, 16556, 16562, 24790, 24796]"
3980,Isabel Margelí,[15952]
3981,Isabel Miller,[31186]
3982,Isabel Sharpe,[6876]
3983,Isabel Wolff,[33723]
3984,Isabel Wyatt,[4967]
3985,Isabella MacDonald Alden,[11159]
3986,Isabelle Perrin,[11577]
3987,Isadore Seltzer,[25282]
3988,Isak Dinesen,"[12969, 25360, 26470, 26471, 26474, 26475]"
3989,Ishmael Beah,[43015]
3990,Ishmael Reed,"[37996, 43017]"
3991,Isle Lasch,[4069]
3992,Isobel Murray,"[19398, 37134]"
3993,Israel Regardie,[28597]
3994,Italo Calvino,"[9653, 9806, 9808, 9809, 9810, 9811, 9812, 9813, 18928, 18929, 18930, 42205]"
3995,Ivan Chermayeff,[9603]
3996,Ivan Gaskell,[19257]
3997,Ivan Morris,"[14045, 18185]"
3998,Ivan Reis,[22406]
3999,Ivan T. Sanderson,[22408]
4000,Ivan Turgenev,"[3532, 19117, 23797, 28457, 28458, 28462, 28463, 44446]"
4001,Ivo Andrić,"[3140, 3142, 3147, 3316]"
4002,Iyanla Vanzant,[30458]
4003,Izumi Evers,"[23720, 23721, 23722, 23724]"
4004,J. Allen St. John,[40424]
4005,J. Anthony Lukas,[25109]
4006,J. Daniel Hays,[37417]
4007,J. Ed Komoszewski,[27445]
4008,J. Frederick George,[824]
4009,J. Gerald Kennedy,[36310]
4010,J. Gordon Olmstead,[33491]
4011,J. Gregory Keyes,"[28808, 35429]"
4012,J. Keith Cheetham,[10083]
4013,J. Maarten Troost,[11077]
4014,J. Martin Evans,[16806]
4015,J. Martin Holman,"[14030, 14031, 14034]"
4016,J. Maxwell Brownjohn,[27724]
4017,J. Michael Lennon,[32540]
4018,J. Michael Straczynski,[3940]
4019,J. Michael Walton,[1480]
4020,J. Paul Hunter,[18489]
4021,J. Robert King,[28532]
4022,J. Ron Stanfield,[41590]
4023,J. Scott Duvall,[37417]
4024,J. Shaun Lyon,[20258]
4025,J. Sheridan Le Fanu,"[23792, 23796]"
4026,J. Sibree,"[25241, 29092]"
4027,J. Torres,[941]
4028,J.A. Jance,"[3848, 27582]"
4029,J.A. Konrath,[33672]
4030,J.B. Priestley,[11257]
4031,J.C. Santoyo,[45573]
4032,J.D. Robb,"[9106, 30280]"
4033,J.D. Salinger,"[4009, 5107, 5110, 5113, 5114, 5116, 7178, 12001, 14635, 14640, 14641]"
4034,J.E. Austen Leigh,[31669]
4035,J.E. Bright,[38911]
4036,J.E. Thomas,"[1554, 7728]"
4037,J.E.A. Tyler,[23662]
4038,J.G. Ballard,[7438]
4039,J.G. Passarella,[34420]
4040,J.H. Lourey,[19052]
4041,J.H. Mozley,[1725]
4042,J.H. Williams III,"[16996, 22354, 39444, 43738]"
4043,J.I. Packer,[22495]
4044,J.J. Connolly,[29421]
4045,J.J. Isler,[672]
4046,J.K. Potter,"[47606, 47608]"
4047,J.K. Rowling,"[1, 2, 3, 4, 5, 8, 10, 2000, 2002, 2005, 3357, 4256, 5991, 6003, 15872, 15875, 15876, 15880, 15881, 15882, 34258, 34260, 34318, 41899, 41907, 41908, 41909, 41911, 41912, 43504, 43507, 43508, 43509, 47522, 47523, 47532, 47538]"
4048,J.K.羅琳,"[5991, 6003]"
4049,J.M. Barrie,"[7687, 34268, 38673, 38677]"
4050,J.M. Coetzee,"[6071, 6192, 6194, 6197, 6198, 6200, 6207, 29718, 29719, 29720]"
4051,J.M. Cohen,[30733]
4052,J.M. Edmonds,[9462]
4053,J.M. Jeffries,[38560]
4054,J.M. Lelen,[25672]
4055,J.M. Synge,[7590]
4056,J.M.D. Meiklejohn,[18287]
4057,J.P. Seaton,[13649]
4058,J.R. Havlan,[706]
4059,J.R. Hyland,[7370]
4060,J.R. Ward,"[35729, 42898, 42899, 42900]"
4061,J.R.R. Tolkien,"[30, 31, 32, 34, 35, 38, 2327, 2329, 2330, 2331, 2333, 3048, 5898, 5907, 5910, 5911, 5912, 5915, 7330, 7331, 7332, 7337, 7339, 7340, 7342, 7347, 7348, 7353, 15241, 15245, 15265, 15268, 15282, 15294, 15298, 15304, 15306, 15310, 15318, 15323, 15329, 15330, 15331, 15336, 15351, 15354, 15357, 15361, 15367, 15373, 15381, 15397, 15404, 15407, 16546, 16551, 16692, 16694, 18512, 18963, 18964, 18966, 18968, 18977, 23588, 23591, 23600, 23603, 23617, 23625, 23627, 23632, 23633, 23643, 23651, 23653, 28850, 28853, 28854, 35735]"
4062,J.S. Bernstein,"[759, 4394]"
4063,J.V. Jones,"[24249, 29135, 29136, 29137, 29140]"
4064,J.W. Lynn,[38399]
4065,J.W. Rinzler,"[35415, 35419]"
4066,Jaci Burton,[3852]
4067,Jack   Dougherty,[27548]
4068,Jack C. Haldeman II,[20932]
4069,Jack Cohen,[34515]
4070,Jack Coulehan,[14393]
4071,Jack D. Zipes,"[13514, 22916]"
4072,Jack Dann,"[32461, 41089]"
4073,Jack Du Brul,"[28205, 28206, 28207, 28209, 28210, 28211, 41693, 41695]"
4074,Jack Dunphy,[40146]
4075,Jack Finney,"[10604, 33543, 40526]"
4076,Jack Frost,[9491]
4077,Jack Gilbert,[11473]
4078,Jack Higgins,[34866]
4079,Jack Hirschman,[5931]
4080,Jack Kerley,"[43681, 43682]"
4081,Jack Kerouac,"[2551, 2552, 3766, 3768, 3769, 3770, 3774, 3775, 10461, 10462, 12521, 12522, 23492, 23495, 23929, 45536, 45538, 46969, 46970, 46971]"
4082,Jack Kirby,[16989]
4083,Jack Lane,[23573]
4084,Jack London,"[1852, 37673, 37674, 37675, 37678, 43035, 43037, 43039, 43044, 43046, 43049, 43594]"
4085,Jack McDevitt,"[21626, 35148]"
4086,Jack McKinney,[32573]
4087,Jack Meadows,[29627]
4088,Jack Nimersheim,[20932]
4089,Jack Stillinger,"[47163, 47168, 47174]"
4090,Jack Trout,"[2595, 33448, 33449]"
4091,Jack Vance,"[29161, 40866, 40868, 40869, 40870, 40875, 40877, 40880, 40884, 40888, 40889, 40891, 40893, 40894, 40901, 40902, 40911, 40912, 40913, 40914, 41089, 41117]"
4092,Jack Weatherford,[3640]
4093,Jack Welch,[5559]
4094,Jack Williamson,"[11970, 11972, 11978]"
4095,Jackie Cassada,[20935]
4096,Jackie French Koller,"[13860, 13862]"
4097,Jackson J. Benson,"[3359, 10808]"
4098,Jackson P. Hershbell,[9462]
4099,Jacky Bratton,[34067]
4100,Jacob Baal,[13318]
4101,Jacob E. Nyenhuis,[1722]
4102,Jacob Grimm,"[22914, 22915, 22916]"
4103,Jacob Sloan,[27049]
4104,Jacob Tilove,[29841]
4105,Jacob Weisberg,[23581]
4106,Jacqueline Ann,[24598]
4107,Jacqueline Bloom Stanfield,[41590]
4108,Jacqueline Carey,"[14784, 38717, 40214, 40217, 40220, 40223, 40225, 40226]"
4109,Jacqueline Harpman,[11996]
4110,Jacqueline Hazard Bridgeman,[5132]
4111,Jacqueline Henry,[24118]
4112,Jacqueline Holland,[46610]
4113,Jacqueline K. Ogburn,[12155]
4114,Jacqueline Levi,[11993]
4115,Jacqueline Rogers,"[28977, 32836]"
4116,Jacqueline Susann,[40075]
4117,Jacqueline Winspear,"[7431, 7432, 7433, 7435, 25871]"
4118,Jacquelyn Mitchard,[5161]
4119,Jacquelyn Reinach,[11668]
4120,Jacques A. Mehler,[5756]
4121,Jacques Barzun,[31253]
4122,Jacques Derrida,"[6076, 31849]"
4123,Jacques Guiod,[39749]
4124,Jacques Lowe,[27946]
4125,Jae Lee,[21326]
4126,Jahan Ramazani,"[5635, 47163, 47168, 47174]"
4127,Jahnna N. Malcolm,"[9210, 9236, 9245, 9253]"
4128,Jaid Black,[6625]
4129,Jaime Lucero,[20126]
4130,Jakob Nielsen,"[22146, 22148]"
4131,Jakuchō Seitouchi,[7050]
4132,Jalone J. Haessig,[22547]
4133,Jame's Prunier,[32408]
4134,Jamel Akib,"[7740, 34992, 35226]"
4135,James    Campbell,[44824]
4136,James   Campbell,[39585]
4137,James   Paul,[31880]
4138,James  Hawkins,"[41053, 41054]"
4139,James  Wood,"[11912, 22624, 46956]"
4140,James A. Grimshaw,[5530]
4141,James A. Hetley,[5376]
4142,James A. Michener,"[12657, 12658, 12661, 12662, 12663, 12664, 12665, 13053, 29470, 29471, 42953, 42955, 42956, 42959, 42960, 42975]"
4143,James A. Owen,[34908]
4144,James A. Perkins,[5530]
4145,James A. Robinson,[22486]
4146,James Alexander Kerr Thomson,[19068]
4147,James Anderson,"[25401, 25403]"
4148,James Anderson Thompson,[14263]
4149,James Axler,"[10968, 10971, 10972, 10973]"
4150,James B. South,[31912]
4151,James B. Stewart,[1972]
4152,James B. Stiff,[33953]
4153,James Bainbridge,[8693]
4154,James Baldwin,"[17142, 17143, 17147, 38457, 38458, 38461, 38462, 38463, 38469, 38471, 38473, 44826]"
4155,James Beckett III,[30080]
4156,James Benedict,[22616]
4157,James Bernardin,[17548]
4158,James Black Baillie,[18283]
4159,James Blish,"[40281, 41117]"
4160,James Branch Cabell,[23596]
4161,James Brian Smith,[30317]
4162,James Brodrick,[39022]
4163,James C.    Simmons,[9921]
4164,James C. Collins,[4122]
4165,James C. Humes,[37826]
4166,James C. Mitchell,[5777]
4167,James C. Scott,"[20186, 22483]"
4168,James C. Wetherbe,[37979]
4169,James Campbell,[39582]
4170,James Clavell,"[9827, 38044, 42929, 42932, 42933, 42934]"
4171,James Craig Holte,[42758]
4172,James Crowder,[33491]
4173,James Crumley,[12787]
4174,James D. Bradley,"[10058, 10061]"
4175,James D. Hardy Jr.,[7138]
4176,James D. Hornfischer,[31751]
4177,James D. Macdonald,[21626]
4178,James D. Woods,[46961]
4179,James Dalessandro,[45995]
4180,James Daley,[42855]
4181,James Davidson,"[47096, 47097]"
4182,James Duncan Davidson,[46084]
4183,James E. Campbell,[39580]
4184,James E. Falen,[27822]
4185,James E. Gunn,"[40901, 47530]"
4186,James E. Ingram,[21248]
4187,James E. Irby,"[14981, 17717, 17945]"
4188,James Ellroy,"[4191, 21703, 21704, 21767, 36058, 36060, 36062, 36063, 36064]"
4189,James F. Calvert,[31728]
4190,James Farrer,[31034]
4191,James Fenimore Cooper,"[14616, 38288, 38293, 38296]"
4192,James Francis Cameron,[40289]
4193,James Frey,[1241]
4194,James G. Williams,[46298]
4195,James George Frazer,[27411]
4196,James Gleick,[17098]
4197,James Grady,[21703]
4198,James Graham Leyburn,[25025]
4199,James Grauerholz,"[7437, 23932, 23943]"
4200,James Grieve,"[28385, 28393]"
4201,James Grippando,[33672]
4202,James Gurney,[35166]
4203,James H. Barker,[22885]
4204,James H. Billington,[32338]
4205,James H. Cobb,[31267]
4206,James H. Cone,[31071]
4207,James H. Ford,[37807]
4208,James H. Justus,[25449]
4209,James H. Nichols Jr.,[1342]
4210,James Hamilton,"[40, 12482, 20264]"
4211,James Hayslip,[5728]
4212,James Herriot,"[32085, 32087, 32089, 38735, 38736, 38739, 38743, 42909]"
4213,James Hillman,[33026]
4214,James Hilton,[2978]
4215,James Hynes,[12233]
4216,James J. Gibson,[25129]
4217,James Jean,[21329]
4218,James Jean-Derek Kirk Kim,[21322]
4219,James Jean-Tony Akins,[21326]
4220,James John Bell,[41074]
4221,James Joll,[36361]
4222,James Joyce,"[7588, 7590, 7591, 7592, 10545, 11006, 11012, 11013, 12803, 12804, 23290, 23292, 23293, 44830]"
4223,James K. Beilby,[27597]
4224,James K. Lowers,"[13018, 19383]"
4225,James K. Morrow,[40295]
4226,James K. Robinson,[24283]
4227,James Kahn,[35434]
4228,James Kinsley,"[2156, 14926, 37553, 45035]"
4229,James Kirkwood Jr.,[42158]
4230,James Krenov,[46963]
4231,James Krüss,[25257]
4232,James L. Jarrett,[31611]
4233,James L. Nelson,[17639]
4234,James L. Stokesbury,"[8915, 33541, 35801]"
4235,James L.W. West III,"[4723, 12165, 12169]"
4236,James Lamar Roberts,"[4942, 7141, 7757, 12226, 12901, 12906, 17181, 19080, 42594]"
4237,James Lawler,[31882]
4238,James Lee Burke,"[213, 10757, 44766]"
4239,James Lincoln Collier,[24270]
4240,James Lovegrove,[32828]
4241,James Luceno,"[14978, 35400, 35404, 35450]"
4242,James Lundquist,"[4983, 23491]"
4243,James M. Cain,"[11473, 25807]"
4244,James M. Kouzes,"[1246, 26525]"
4245,James M. McPherson,"[35100, 44269]"
4246,James M. Ward,[20935]
4247,James Mallory,[13999]
4248,James Mangold,[6511]
4249,James McBride,"[23438, 23439, 29209, 29216]"
4250,James Morwood,[1489]
4251,James Mullaney,[19118]
4252,James N. Frey,"[6524, 33682]"
4253,James Noel Smith,[864]
4254,James Noggle,"[47163, 47168, 47174]"
4255,James O'Barr,[47586]
4256,James O'Brien,[23797]
4257,James O. Duke,[13486]
4258,James O. Prochaska,[46680]
4259,James P. Blaylock,[41430]
4260,James Patrick Kelly,[40281]
4261,James Patterson,"[5575, 6588, 7494, 7510, 7515, 13128, 13130, 13131, 13132, 13133, 13134, 13136, 13137, 13138, 13139, 13140, 13141, 13142, 13143, 13144, 13145, 13146, 13147, 13148, 13149, 13151, 13152, 13153, 13155, 13157, 13158, 13161, 13162, 13164, 21426, 21430, 21437, 33667, 33668, 33671, 33672, 33676, 33681, 45169]"
4262,James Pinocchio,[1243]
4263,James Pipik,[22547]
4264,James Plath,[11665]
4265,James Preller,"[13951, 25041, 25044, 25045, 25047, 25047, 25048, 25050]"
4266,James Purdy,[3351]
4267,James R. Kincaid,[24726]
4268,James Reasoner,[28530]
4269,James Redfield,"[13103, 13104, 13105, 13106, 13107, 13110, 31219, 31220, 31222, 43007]"
4270,James Robert Smith,[36505]
4271,James Rollins,[33672]
4272,James Romberger,"[36679, 43723]"
4273,James Ronald Stanfield,[41590]
4274,James S. Spiegel,[22514]
4275,James Salter,[18757]
